alt
28.285
8.954
23.974
39.959
35.821
30.647
38.267
32.240
29.081
51.868
26.883
17.644
34.837
43.871
26.896
26.264
26.255
25.221
31.729
17.412
30.575
20.715
43.398
48.723
46.464
47.241
44.274
42.570
39.786
36.193
35.610
28.742
30.621
39.195
32.448
20.822
17.287
24.478
23.533
18.414
14.644
19.265
20.489
23.532
24.055
24.849
22.561
21.844
22.345
22.822
19.613
23.705
21.311
22.648
23.916
25.145
23.881
28.860
23.494
17.851
21.220
21.979
21.535
22.017
25.044
27.075
26.402
26.402
27.246
26.814
26.675
24.729
26.133
21.455
21.556
26.164
23.686
17.455
15.879
18.368
17.361
17.922
22.763
21.931
15.745
13.651
19.237
23.480
21.319
18.122
20.052
15.567
14.752
15.154
14.644
14.236
13.650
12.938
14.780
13.705
13.468
12.122
13.979
14.912
16.509
14.423
3.408
3.553
