temp
30.70000076
30.70000076
30.70000076
30.70000076
30.70000076
30.70000076
30.70000076
30.70000076
30.70000076
30.70000076
30.70000076
30.70000076
30.70000076
30.70000076
30.70000076
30.79999924
30.79999924
30.79999924
30.79999924
30.79999924
30.79999924
30.79999924
30.79999924
30.79999924
30.79999924
30.79999924
30.79999924
30.79999924
30.79999924
30.79999924
30.79999924
30.79999924
30.79999924
30.79999924
30.79999924
30.89999962
30.79999924
30.89999962
30.89999962
30.89999962
30.89999962
30.89999962
30.89999962
30.89999962
30.89999962
30.89999962
30.89999962
30.89999962
30.89999962
30.89999962
30.89999962
30.89999962
30.89999962
30.89999962
31
30.89999962
31
31
31
31
31
31
31
31
31
31
31
31
31
31
31
31
31
31
31
31
31.10000038
31.10000038
31.10000038
31.10000038
31.10000038
31.10000038
31.10000038
31.10000038
31.10000038
31.10000038
31.10000038
31.10000038
31.10000038
31.10000038
31.10000038
31.10000038
31.10000038
31.10000038
31.10000038
31.10000038
31.10000038
31.10000038
31.10000038
31.20000076
31.10000038
31.20000076
31.20000076
31.20000076
31.20000076
31.20000076
31.20000076
31.20000076
31.29999924
31.29999924
31.29999924
31.39999962
31.5
31.5
31.60000038
31.60000038
31.70000076
31.70000076
31.79999924
31.79999924
31.89999962
31.89999962
31.89999962
32
32
32.09999847
32.09999847
32.20000076
32.20000076
32.29999924
32.29999924
32.29999924
32.40000153
32.5
32.5
32.59999847
32.59999847
32.70000076
32.79999924
32.90000153
33
33.09999847
33.20000076
33.29999924
33.5
33.59999847
33.70000076
33.90000153
34.09999847
34.29999924
34.5
34.70000076
34.90000153
35.09999847
35.20000076
35.40000153
35.59999847
35.79999924
36
36.29999924
36.5
36.70000076
37
37.29999924
37.5
37.79999924
38
38.40000153
38.59999847
38.79999924
39.09999847
39.29999924
39.59999847
39.79999924
40.09999847
40.20000076
40.40000153
40.70000076
40.79999924
41.09999847
41.20000076
41.40000153
41.59999847
41.70000076
41.90000153
42
42.20000076
42.40000153
42.59999847
42.79999924
42.90000153
43.09999847
43.29999924
43.40000153
43.70000076
43.79999924
44
44.20000076
44.29999924
44.5
44.59999847
44.79999924
44.90000153
45.09999847
45.20000076
45.29999924
45.40000153
45.40000153
45.5
45.59999847
45.70000076
45.79999924
45.79999924
45.90000153
45.90000153
46
46.09999847
46.09999847
46.20000076
46.20000076
46.20000076
46.29999924
46.29999924
46.29999924
46.29999924
46.20000076
45.70000076
45.5
45
25.89999962
25.89999962
25.79999924
25.89999962
25.89999962
25.89999962
26
26
26
26.10000038
26.10000038
26.20000076
26.20000076
26.29999924
26.29999924
26.29999924
26.39999962
26.39999962
26.39999962
26.5
26.5
26.5
26.60000038
26.60000038
26.70000076
26.70000076
26.70000076
26.79999924
26.79999924
26.89999962
27
27.10000038
27.20000076
27.29999924
27.39999962
27.5
27.60000038
27.79999924
27.89999962
28.10000038
28.29999924
28.5
28.79999924
29
29.10000038
29.39999962
30
30.10000038
30.20000076
30.29999924
30.5
30.70000076
30.79999924
31
31.20000076
31.70000076
31.79999924
31.89999962
32.09999847
32.29999924
32.5
32.70000076
32.90000153
33.09999847
33.40000153
33.59999847
33.79999924
34
34.20000076
34.40000153
34.70000076
34.90000153
35.29999924
35.59999847
35.90000153
36.20000076
36.59999847
36.79999924
37.09999847
37.40000153
37.59999847
37.79999924
38.20000076
38.5
39
39.20000076
39.59999847
40
40.40000153
40.59999847
40.90000153
41.20000076
41.5
41.79999924
42.09999847
42.40000153
42.70000076
43
43.40000153
43.70000076
44
44.29999924
44.59999847
45
45.5
45.79999924
46.09999847
46.40000153
46.79999924
47.20000076
47.59999847
48.40000153
48.59999847
48.90000153
49.20000076
49.70000076
50
50.40000153
50.70000076
51.09999847
51.59999847
52
52.40000153
52.79999924
53.20000076
53.59999847
54
54.5
54.79999924
55.09999847
55.29999924
55.70000076
56
56.29999924
56.59999847
57
57.40000153
57.5
57.79999924
58.09999847
58.29999924
58.59999847
58.79999924
59.09999847
59.29999924
59.5
59.70000076
59.90000153
60.09999847
60.29999924
60.5
60.70000076
60.79999924
61
61.20000076
61.29999924
61.5
61.59999847
61.70000076
61.90000153
62
62.09999847
62.20000076
62.20000076
62.29999924
62.40000153
62.5
62.59999847
62.70000076
62.79999924
62.79999924
62.90000153
63
63.09999847
63.09999847
63.20000076
63.29999924
63.29999924
63.40000153
63.40000153
63.5
63.5
63.59999847
63.59999847
63.59999847
63.70000076
63.70000076
63.79999924
63.79999924
63.90000153
63.90000153
64
64
64.09999847
64.09999847
64.09999847
64.19999695
64.19999695
64.30000305
64.30000305
64.30000305
64.40000153
64.40000153
64.40000153
64.40000153
64.40000153
64.40000153
64.5
64.5
64.5
64.5
64.5
64.5
64.40000153
64.40000153
64.40000153
64.30000305
64.30000305
64.30000305
64.19999695
64.19999695
64.09999847
64.09999847
64
63.90000153
63.79999924
63.79999924
63.70000076
63.59999847
63.59999847
63.5
63.40000153
63.29999924
63.29999924
63.20000076
63.09999847
63
62.90000153
62.29999924
