alt
0.916
0.923
0.758
0.764
0.868
0.768
0.778
1.637
0.982
2.105
1.048
1.425
2.310
17.748
1.131
3.820
3.435
3.191
2.097
6.490
1.620
1.819
1.539
2.108
5.330
0.878
0.858
4.276
11.172
5.509
5.333
5.820
10.696
5.144
1.572
2.638
5.057
5.052
6.734
18.683
9.321
19.189
8.908
16.987
4.329
2.054
1.620
2.020
2.498
5.261
13.547
16.332
12.427
17.606
16.449
16.044
15.562
5.896
4.775
16.507
16.701
55.798
9.186
8.940
15.874
15.430
8.021
10.977
21.249
7.652
8.329
12.002
9.602
16.205
13.557
22.032
16.168
6.287
16.938
8.709
8.205
13.059
7.743
7.496
5.188
2.935
4.138
22.696
4.393
6.005
30.479
26.132
9.871
3.623
2.384
1.660
1.642
3.361
8.752
5.428
7.704
6.512
4.178
4.870
3.579
5.688
6.193
4.652
1.967
2.876
4.567
2.934
3.808
2.092
1.865
1.637
2.067
2.515
2.380
7.591
5.834
12.013
14.586
14.627
32.374
20.295
16.209
8.900
14.807
6.210
2.997
2.955
7.140
5.262
5.913
3.302
2.261
2.193
5.157
6.362
1.409
52.512
13.477
1.725
13.327
9.431
13.736
19.120
4.454
4.763
17.686
15.698
16.917
16.498
6.022
4.392
4.054
4.493
1.658
1.583
1.037
3.971
0.914
0.814
3.410
327.445
937.790
1021.035
968.920
791.553
0.767
0.847
0.855
0.731
0.772
1.009
42.353
1.301
956.483
0.819
2.156
1.854
3.504
2.628
7.523
2.736
37.698
4.536
19.058
3.741
5.030
2.648
2.916
1.498
1.224
1.268
1.533
1.784
1.908
6.004
0.912
10.239
4.111
2.566
2.018
1.785
1.677
1.574
2.274
1.548
1.589
1.077
1.019
1.582
1.390
0.970
1.432
0.934
1.654
0.989
0.862
1.393
2.943
2.084
0.914
0.940
1.174
1.142
1.509
1.235
1.444
0.829
1.243
0.892
1.078
0.892
0.896
0.965
1.209
0.813
0.822
0.816
0.934
0.818
0.804
1.261
2.111
1.122
6.726
6.531
1.756
1.164
16.632
42.964
0.805
3.543
25.705
0.911
59.413
1.816
2.276
1.747
2.208
0.991
1.142
1.179
1.242
1.525
1.600
3.751
2.405
17.142
14.289
5.073
11.938
6.817
2.539
16.729
3.438
1.610
1.725
3.444
2.777
3.734
4.698
13.310
8.813
8.385
20.908
4.807
20.414
14.835
26.672
9.417
34.885
16.945
14.887
14.562
24.545
22.078
64.793
8.731
15.958
7.541
4.923
10.455
13.230
5.870
63.249
21.936
4.803
14.305
3.376
13.647
1.241
2.240
14.138
2.973
12.514
7.947
8.270
2.407
11.924
5.860
5.970
13.801
7.130
2.691
1.827
3.476
3.682
1.673
9.291
19.955
3.208
1.783
1.255
3.452
4.306
1.460
1.406
2.341
