alt
0.902
0.914
0.912
0.950
0.921
0.918
0.913
0.915
0.912
0.879
0.917
0.915
0.915
0.915
0.917
0.916
0.877
0.914
0.915
0.877
0.875
0.965
0.916
0.877
0.879
0.912
0.913
0.911
0.915
0.877
0.875
0.912
0.915
0.914
0.799
0.873
0.880
0.914
0.913
0.875
0.885
0.879
0.914
0.872
0.879
0.912
0.916
0.874
1.797
0.912
0.874
0.877
0.875
0.856
0.919
0.913
0.914
0.911
0.945
0.880
0.874
1.089
0.911
0.910
2.606
0.914
0.877
0.911
0.916
0.912
0.877
0.874
0.910
0.915
0.841
0.910
0.913
0.954
0.871
0.913
0.914
0.876
0.881
1.014
0.916
0.873
0.875
0.875
0.911
0.915
0.875
0.872
0.873
0.916
0.916
0.873
0.852
0.912
0.873
0.873
0.838
0.875
0.840
0.873
0.876
0.872
0.912
0.875
0.877
0.883
0.875
0.872
0.913
0.875
0.874
0.847
0.873
0.876
0.913
0.918
0.838
0.873
0.875
0.874
0.909
0.910
0.874
0.876
0.914
0.911
0.835
0.838
0.875
0.878
0.915
0.917
0.914
0.875
0.903
0.919
0.826
0.871
1.720
0.912
0.878
0.876
0.836
1.085
0.914
0.914
0.877
0.878
0.876
0.841
0.877
0.873
0.915
0.912
0.877
0.876
0.915
0.912
0.875
0.934
0.912
0.875
0.875
0.875
0.876
0.914
0.912
0.877
0.912
0.956
0.872
0.873
0.876
0.911
0.882
0.875
0.874
0.873
0.911
0.910
0.873
0.878
0.913
1.117
0.877
0.880
0.911
1.717
0.915
0.873
0.875
0.835
0.874
0.875
0.910
0.911
0.882
0.875
0.914
0.875
0.876
0.959
0.872
0.873
0.914
0.892
0.834
0.873
1.093
0.866
0.874
0.915
0.876
0.871
0.873
0.874
0.872
0.911
0.914
0.907
0.861
0.914
0.892
0.875
0.879
0.914
0.914
2.612
0.914
0.878
0.877
0.837
2.581
0.910
0.854
0.917
0.864
0.877
0.914
0.884
0.875
0.925
0.875
0.878
0.913
0.875
0.877
0.914
0.914
0.915
0.875
0.914
0.913
0.840
0.875
0.838
0.872
0.836
0.873
0.840
0.914
0.909
0.916
0.833
0.874
0.913
0.916
0.871
0.872
0.838
0.874
0.878
0.875
0.915
0.912
0.875
0.905
0.911
0.916
0.876
1.002
0.912
0.876
0.914
0.915
1.116
0.873
0.875
0.913
0.914
0.875
0.914
0.918
0.840
0.913
0.914
0.914
0.875
0.879
0.914
0.920
0.877
0.909
0.913
0.875
0.840
0.936
0.914
0.911
0.914
0.875
0.912
0.914
0.874
0.873
0.877
0.915
0.916
0.876
0.879
0.916
0.914
0.840
0.877
0.912
0.912
0.913
0.878
0.914
0.912
2.741
0.911
0.876
0.874
0.848
0.877
0.898
0.914
0.914
0.873
0.871
0.873
0.912
0.885
0.875
0.873
0.838
0.875

0.912
0.916
0.921
0.962
0.914
0.916
0.915
0.920
0.916
0.912
0.918
0.918
1.171
0.917
0.917
0.919
0.915
0.915
0.916
0.912
0.878
0.916
0.916
0.913
0.918
0.916
0.915
0.913
0.915
0.916
0.875
0.842
0.879
0.875
0.875
0.915
0.878
0.899
0.915
0.875
0.873
0.913
0.915
0.875
0.877
0.874
0.842

160.604
3.953
3.904
7.272
9.808
10.077
9.792
9.124
8.257
8.740
8.480
9.353
9.206
9.699
8.975
8.476
8.731
4.215
461.418
925.282
1090.022
1205.757
1091.734
1205.811
1205.036
989.180
1205.810
1124.401
1163.009
208.051
6.360
7.938
13.699
14.777
12.906
12.962
11.982
13.965
13.127
12.853
13.640
14.109
9.535
9.331
10.049
9.593
10.001
9.751
9.130
8.930
9.713
8.932
8.572
8.776
9.330

15.982
15.746
15.718
15.852
15.622
15.679
15.341
14.820
15.127
16.068
16.694
16.694
16.409
16.109
16.170
15.741
16.015
16.047
15.808
15.346
15.737
15.511
15.340
16.835
17.257
16.285
15.659
14.566
15.344
14.499
14.438
14.454
14.182
14.337
433.394
16.658
14.604
12.101
11.877
11.193
11.750
13.380
12.340
15.745
11.478
11.492
12.272
24.575
9.331
13.734
11.168
10.895
10.454
12.561
12.535
11.622
11.639
11.707
12.492
11.111
8.576
401.733
1205.840
1205.792
1001.094
1205.585
658.896
1028.397
821.084
4.023
5.360
4.854
7.448
11.461
11.117
9.835
9.893
9.714
8.753
9.426
487.373
1205.906
1121.898
923.910
1205.792
1161.555
820.902
10.560
10.794
9.769
9.833
9.083
9.249
11.621
12.158
11.952
13.721
13.236
12.615
14.569
13.089
12.490
11.988
13.043
11.407
11.497
9.881
10.151
9.633
10.161
10.446
10.605
9.485
9.665
10.525
8.516
7.634
8.371
8.665
11.066
9.448
